TPERIOD,	K_LINE,	D_LINE, RSI_LINE,R_LINE,TREND
2819,60.53,60.53,56.11,0.000271604712669484,1
2820,60.53,60.53,56.11,0.000268907060862085,1
2821,60.53,60.53,56.11,0.000263728699846143,1
2822,57.14,59.4,50.44,0.000224706776935398,1
2823,57.13,58.27,50.43,0.000191511639846989,1
2824,57.07,57.11,50.32,0.000162720623032645,0
2825,57.07,57.09,50.32,0.000138308262269428,0
2826,47.78,53.97,36.71,0.000030134620053358,0
2827,44.91,49.92,33.69,-0.0000819344655703704,0
2828,38.72,43.8,28.27,-0.00022717486318168,0
2829,37.66,40.43,27.45,-0.000348443365408401,0
2830,47,41.12,43.03,-0.000351468795321138,0
2831,47,43.88,43.03,-0.00034983648129138,0
2832,41.42,45.14,37.46,-0.000397188348233496,0
2833,41.81,43.41,38.07,-0.00042604813463203,0
2834,45.17,42.8,38.07,-0.00044381215944367,0
2835,44.97,43.98,37.63,-0.000456524092308669,0
2836,45.81,45.31,31.5,-0.000521378416021048,0
2837,44.24,45,30.48,-0.000577629293595341,0
2838,41.34,43.8,28.66,-0.000636058535587332,0
2839,40.04,41.87,27.86,-0.000683991282763949,0
2840,41.19,40.85,29.05,-0.000708540759454703,0
2841,37.89,39.71,26.89,-0.000743292725340426,0
2842,37.89,38.99,26.89,-0.000762069555097434,0
2843,37.91,37.89,26.89,-0.000768112113961797,0
2844,44.63,40.14,26.89,-0.000764105533723903,0
2845,44.62,42.38,26.88,-0.000752328931393894,0
2846,19.13,36.12,15.75,-0.000889216232248359,0
2847,34.7,32.81,33.79,-0.000891879276183284,0
2848,34.69,29.5,33.78,-0.000883877795902705,0
2849,24.78,31.39,29.17,-0.000927707533253591,0
2850,34.69,31.39,38.25,-0.00089133688490111,0
2851,34.69,31.39,38.25,-0.000852689864075158,0
2852,34.69,34.69,38.25,-0.000812698544864986,0
2853,22.62,30.66,32.01,-0.000845419740482831,0
2854,34.69,30.66,42.17,-0.000788123135989798,0
2855,34.69,30.66,42.17,-0.000734252355173735,0
2856,31.72,33.7,40.45,-0.00070169302662032,0
2857,31.71,32.71,40.44,-0.000668250569509731,0
2858,30.73,31.39,39.82,-0.000640401385579376,0
2859,18.63,27.02,39.81,-0.000611347410622414,0
2860,15.58,21.65,40.89,-0.000575533891345314,0
2861,15.53,16.58,40.86,-0.000541158285951297,0
2862,14.35,15.15,40.07,-0.000513844565246105,0
2863,14.35,14.74,40.07,-0.000486590527207161,0
2864,14.35,14.35,40.07,-0.00045969356580062,0
2865,14.35,14.35,40.07,-0.000433382667330955,0
2866,15.58,14.76,41.65,-0.000401804327353294,0
2867,15.58,15.17,41.65,-0.000372484670244561,0
2868,15.58,15.58,41.65,-0.000345268736862836,0
2869,15.58,15.58,41.65,-0.000320011150638527,0
2870,15.58,15.58,41.65,-0.000296575698737575,0
2871,15.58,15.58,41.65,-0.000274834899600476,1
2872,15.58,15.58,41.65,-0.000254669564713893,1
2873,66.97,32.71,78.28,-0.00000701630429523077,1
2874,66.97,49.84,78.28,0.000186986882283755,1
2875,76.99,70.31,81.04,0.000382399724232961,1
2876,99.88,81.28,85.55,0.000635168476792076,1
2877,99.99,92.29,85.57,0.000826232054348091,1
2878,100,99.96,86.38,0.000988680125591438,1
2879,100,100,87.5,0.00113789583340274,1
2880,100,100,87.52,0.00124237564762041,1
2881,100,100,87.52,0.00130999578483656,1
2882,100,100,87.52,0.00134799419173186,1
2883,100,100,87.52,0.00136237026479227,1
2884,100,100,87.52,0.00135808743923311,1
2885,100,100,87.52,0.00133924287249548,1
2886,100,100,88.28,0.00132482464940374,1
2887,100,100,88.28,0.00129842250688317,1
2888,100,100,90.15,0.00130480487721804,1
2889,96.83,98.94,83.97,0.00127697987374687,1
2890,96.83,97.89,83.97,0.00124062352461362,1
2891,96.83,96.83,83.97,0.00119799955876141,1
2892,100,97.89,85.61,0.00117487119389779,1
2893,100,98.94,85.61,0.00114335817573561,1
2894,99.46,99.82,84.31,0.0011025279959535,1
2895,98.78,99.41,82.62,0.00105408761454999,1
2896,99.85,99.36,83.2,0.00101028318701869,1
2897,100,99.54,85.19,0.0009877107622909,1
2898,99.73,99.86,84.44,0.000957153537862216,1
2899,100,99.91,86.96,0.000955306230588077,1
2900,100,99.91,88.43,0.000966875425401893,1
2901,100,100,88.43,0.000964910269705688,1
2902,100,100,89.14,0.000964319322325657,1
2903,100,100,89.14,0.000952860049680233,1
2904,100,100,89.18,0.000933736201455909,1
2905,100,100,89.76,0.00091689229257599,1
2906,100,100,89.76,0.00089324413055346,1
2907,100,100,89.93,0.000866985088215465,1
2908,100,100,90.2,0.000840234676689894,1
2909,100,100,90.2,0.000809700628295485,1
2910,100,100,90.2,0.000776550658064701,1
2911,100,100,90.2,0.000741729229478612,1
2912,100,100,90.2,0.000705995212165123,1
2913,100,100,92.63,0.000701495785179626,1
2914,97.55,99.18,80.75,0.000672590837529654,1
2915,96.85,98.13,77.73,0.000637381409448374,1
2916,96.85,97.09,77.73,0.000602532552517285,1
2917,96.85,96.85,77.73,0.000568363289657351,1
2918,96.85,96.85,77.73,0.000535115814583452,1
2919,96.85,96.85,77.73,0.000502969373952714,1
2920,96.85,96.85,77.73,0.000472051858143445,1
2921,96.85,96.85,77.73,0.000442449465742274,1
2922,96.85,96.85,77.73,0.000414214749385112,1
2923,96.85,96.85,77.73,0.00038737330219677,1
2924,96.85,96.85,77.73,0.000361929303276567,1
2925,96.85,96.85,77.73,0.000337870106271752,1
2926,97.13,96.95,78.46,0.000317142362807169,1
2927,97.13,97.04,78.46,0.000297288628976864,1
2928,97.54,97.27,79.6,0.000281214899861521,1
2929,97.54,97.4,79.6,0.000265416889802076,1
2930,97.54,97.54,79.6,0.000250014922795168,1
2931,97.54,97.54,79.6,0.000235098755817006,1
2932,97.55,97.54,79.63,0.000220792951140992,1
2933,100,98.36,91.95,0.000264806737284125,1
2934,100,99.18,95.41,0.000363060221965492,1
2935,100,100,97.02,0.000513906122943656,1
2936,100,100,97.47,0.000662546113764195,1
2937,100,100,97.84,0.000809582421686405,1
2938,100,100,98.28,0.000978558663460781,1
2939,100,100,98.28,0.00109966481962736,1
2940,100,100,98.28,0.00118192946716135,1
2941,100,100,98.28,0.00123285508427434,1
2942,100,100,98.32,0.00126461458548544,1
2943,100,100,98.32,0.00127505894488713,1
2944,100,100,99.19,0.00148238931478856,1
2945,100,100,99.46,0.00182374858128313,1
2946,100,100,99.55,0.00217058226637396,1
2947,100,100,99.55,0.00241700740317176,1
2948,100,100,99.57,0.0026169462891033,1
2949,93.64,97.88,84.12,0.00264380735406135,1
2950,93.27,95.64,83.3,0.00262874435552097,1
2951,88.75,91.89,73.94,0.00251617722106014,1
2952,84.98,89,67.14,0.00234009458420752,1
2953,88.75,87.49,70.1,0.00223459204728229,1
2954,93.26,89,73.21,0.00219733355654442,1
2955,88.75,90.25,65.83,0.00207223233432193,1
2956,93.77,91.93,69.51,0.00202944578117828,1
2957,96.93,93.15,71.58,0.00202225766708962,1
2958,96.93,95.88,71.58,0.00199355345406833,1
2959,96.2,96.69,70.31,0.00193694113757757,1
2960,92.79,95.31,64.5,0.00181703759944971,1
2961,90.63,93.21,61.07,0.00166856226554211,1
2962,90.52,91.31,60.88,0.00153138618093321,1
2963,85.06,88.73,52.67,0.00132078081281824,1
2964,85.04,86.87,52.65,0.00114038525228845,1
2965,85.04,85.04,52.65,0.000986021860416689,1
2966,81.21,83.76,47.09,0.000793634554466596,0
2967,73.68,79.97,38.49,0.000515341656062755,0
2968,69.04,74.64,34.33,0.000218275064633078,0
2969,69.04,70.59,34.33,-0.0000171656246707763,0
2970,69.04,69.04,34.33,-0.000201536484474754,0
2971,69.04,69.04,34.33,-0.000343742810658574,0
2972,73.69,70.59,42.67,-0.000378033161995386,0
2973,81.19,74.64,53.05,-0.000282209663344623,0
2974,81.21,78.7,53.08,-0.000203565623287995,1
2975,81.29,81.23,53.18,-0.000138445401515514,1
2976,84.82,82.44,57.67,-0.0000301548118960331,1
2977,84.82,83.64,57.67,0.0000550159847686454,1
2978,84.82,84.82,57.67,0.000121098823118306,0
2979,84.82,84.82,57.67,0.000171479281434514,0
2980,76.53,82.06,44.26,0.0000783327404877521,0
2981,75.01,78.78,42.32,-0.000019542791919096,0
2982,73.69,75.07,40.65,-0.000116802541129998,0
2983,66.53,71.74,33.04,-0.000304538417867286,0
2984,66.53,68.92,33.04,-0.000448216195071184,0
2985,66.53,66.53,33.04,-0.00055572518892073,0
2986,66.53,66.53,33.04,-0.000633661416459813,0
2987,66.53,66.53,33.04,-0.000687531872150546,0
2988,66.09,66.39,33.04,-0.00072192710936467,0
2989,62.54,65.05,28.92,-0.000795865553865129,0
2990,53.2,60.61,21.35,-0.000990547943928677,0
2991,52.34,56.03,20.81,-0.00114524986770381,0
2992,52.34,52.63,20.81,-0.0012535133820275,0
2993,52.34,52.34,20.81,-0.00132413693526593,0
2994,46.62,50.44,17.2,-0.00145372665946196,0
2995,44.91,47.96,17.2,-0.00153881015706756,0
2996,44.91,45.48,17.2,-0.00158802962766207,0
2997,42.93,44.25,16.04,-0.00163846035923104,0
2998,39.26,42.37,14.13,-0.00171500367028354,0
2999,35.83,39.34,12.61,-0.00180765814026949,0
3000,29.15,34.75,10.3,-0.00196103020559661,0
3001,44.9,36.63,38.81,-0.00182001320964017,0
3002,41.01,38.35,35.78,-0.00174782413836472,0
3003,44.9,43.6,40.76,-0.00161233345590202,0
3004,44.9,43.6,40.76,-0.00148780663384061,0
3005,44.9,44.9,40.76,-0.00137328877834536,0
3006,44.9,44.9,40.76,-0.00126791768166598,0
3007,44.68,44.83,40.76,-0.00117091358430705,0
3008,44.68,44.76,40.76,-0.00108157021276772,0
3009,44.68,44.68,40.76,-0.000999246919199692,0
3010,44.68,44.68,40.76,-0.000923361774281577,0
3011,44.68,44.68,40.76,-0.000853385485862935,0
3012,44.68,44.68,40.76,-0.000788836034060499,0
3013,44.68,44.68,40.76,-0.00072927392895041,0
3014,25.6,38.32,30.1,-0.000793755684067707,0
3015,25.6,31.96,30.1,-0.000835263053388248,0
3016,23.27,24.82,30.96,-0.000853388184295841,0
3017,16.27,21.71,30.96,-0.000857882603104916,0
3018,16.24,18.59,30.96,-0.000851642545226966,0
3019,14.56,15.69,30.96,-0.000837060292370103,0
3020,7.59,12.79,26.73,-0.00086305933364687,0
3021,7.53,9.89,26.73,-0.000873615506357562,0
3022,7.53,7.55,26.73,-0.000871947726582114,0
3023,11.88,8.98,37.41,-0.000813747430348722,0
3024,16.96,12.12,47.11,-0.000704012175278086,0
3025,16.96,15.27,47.11,-0.000610013286447945,0
3026,30.06,21.32,63.85,-0.000388020488780518,0
3027,29.82,25.61,63.85,-0.000209706370388706,0
3028,17.32,25.73,47.32,-0.000202085045504185,0
3029,17.32,21.48,47.32,-0.000193811305245014,0
3030,17.32,17.32,47.32,-0.000185120631329856,0
3031,17.32,17.32,47.33,-0.000176142493459871,0
3032,17.32,17.32,47.33,-0.00016710119336936,0
3033,17.32,17.32,47.33,-0.000158113407388074,0
3034,17.32,17.32,47.33,-0.00014926994574971,0
3035,17.32,17.32,47.33,-0.000140640316907087,0
3036,17.32,17.32,47.33,-0.000132276546621091,0
3037,17.32,17.32,47.33,-0.000124216369595992,0
3038,17.32,17.32,47.33,-0.000116485893098203,0
3039,17.32,17.32,47.33,-0.000109101816492638,0
3040,17.32,17.32,47.33,-0.000102073277524891,0
3041,17.32,17.32,47.33,-0.0000954033851048914,0
3042,17.32,17.32,47.33,-0.0000890904889824595,0
3043,17.32,17.32,47.33,-0.0000831292288017161,0
3044,17.32,17.32,47.33,-0.0000775113983360575,0
3045,17.32,17.32,47.33,-0.0000722266550630109,0
3046,17.32,17.32,47.33,-0.0000672631004734642,0
3047,17.32,17.32,47.33,-0.0000626077524841155,0
3048,17.32,17.32,47.33,-0.0000582469279294213,0
3049,17.32,17.32,47.33,-0.000054166550236725,0
3050,17.32,17.32,47.33,-0.0000503523949785836,0
3051,17.32,17.32,47.33,-0.0000467902839509305,0
3052,17.32,17.32,47.33,-0.0000434662367088846,0
3053,17.32,17.32,47.33,-0.0000403665870434638,0
3054,17.32,17.32,47.33,-0.0000374780706632645,0
3055,17.32,17.32,47.33,-0.0000347878893124474,0
3056,17.32,17.32,47.33,-0.0000322837556992608,0
3057,17.25,17.3,46.73,-0.0000307312427555951,0
3058,17.24,17.27,46.63,-0.0000292842662423474,0
3059,17.22,17.23,46.42,-0.0000280560527983498,0
3060,17.15,17.2,45.76,-0.0000274915866255586,0
3061,16.22,16.86,37.68,-0.000036721817608717,0
3062,17.78,17.05,52.74,-0.0000267924439397246,0
3063,17.78,17.26,52.74,-0.0000187077386259817,0
3064,17.78,17.78,52.74,-0.000012160410002657,0
3065,17.78,17.78,52.74,-0.00000689218460379095,0
3066,0,11.85,8.98,-0.000253634424822346,0
3067,0,5.93,8.44,-0.000462286943445778,0
3068,0,0,8.44,-0.000620579343415528,0
3069,0,0,8.44,-0.000737593783295348,0
3070,0,0,7.18,-0.000862732847543943,0
3071,0,0,7.18,-0.000951011586754218,0
3072,0,0,7.18,-0.00100939115504741,0
3073,0,0,7.18,-0.00104366912417446,0
3074,0,0,7.18,-0.00105866473303473,0
3075,0,0,7.18,-0.00105837530854263,0
3076,0,0,7.18,-0.00104610828888724,0
3077,0,0,7.18,-0.00102459260493128,0
3078,0,0,7.18,-0.000996072602308927,0
3079,0,0,7.18,-0.000962387200414876,0
3080,0,0,3.8,-0.00104504695627408,0
3081,0,0,2.52,-0.00121802253280399,0
3082,0,0,2.52,-0.00133979471769779,0
3083,0,0,2.5,-0.00142213833064764,0
3084,0,0,2.5,-0.00147052931194211,0
3085,0,0,2.5,-0.00149175048290824,0
3086,0,0,2.5,-0.00149142927080804,0
3087,0,0,2,-0.00153226212804626,0
3088,0,0,1.95,-0.00155287438515445,0
3089,0,0,1.95,-0.00155138311804732,0
3090,0,0,1.94,-0.00153468629412262,0
3091,0,0,1.94,-0.0015041519275619,0
3092,0.14,0.05,2.9,-0.00146106971786581,0
3093,0.14,0.09,2.9,-0.00141068779226083,0
3094,0.14,0.14,2.9,-0.00135515636252975,0
3095,0.14,0.14,2.9,-0.00129621967993302,0
3096,0.14,0.14,2.9,-0.00123528386390525,0
3097,0.1,0.13,2.89,-0.00117401602073128,0
3098,0,0.08,2.84,-0.00111511213005641,0
3099,0,0.03,2.8,-0.00105788752601513,0
3100,0,0,2.79,-0.00100160578696288,0
3101,0,0,2.79,-0.000946100757970028,0
3102,0.16,0.05,4.85,-0.000889606816801517,0
3103,0.16,0.11,4.85,-0.000835209864836331,0
3104,0.17,0.17,4.85,-0.00078307525819748,0
3105,0.17,0.17,4.85,-0.00073330686646519,0
3106,0.17,0.17,4.85,-0.000685959182380331,0
3107,0.17,0.17,4.85,-0.000641047376306206,0
3108,0.17,0.17,4.85,-0.000598555625016716,0
3109,0.17,0.17,4.85,-0.000558443992873152,0
3110,0.17,0.17,4.85,-0.000520654099879781,0
3111,0.17,0.17,4.85,-0.000485113774272804,0
3112,0.17,0.17,4.85,-0.000451740856163704,0
3113,0.17,0.17,4.85,-0.00042044629244293,0
3114,0.17,0.17,4.85,-0.000391136640926526,0
3115,0.17,0.17,4.85,-0.000363716082955825,0
3116,0.17,0.17,4.85,-0.000338088027816417,0
3117,0.17,0.17,4.85,-0.000314156378969058,0
3118,0.17,0.17,4.85,-0.000291826520806801,0
3119,0.17,0.17,4.85,-0.000271006075139832,0
3120,0.17,0.17,4.85,-0.000251605468596298,0
3121,0,0.12,4.35,-0.000236490910807526,0
3122,0,0.06,4.35,-0.000221954151384343,0
3123,0,0,4.35,-0.000208035709254285,0
3124,0,0,4.35,-0.000194760290493278,0
3125,0,0,4.35,-0.000182139929262659,0
3126,0,0,4.35,-0.000170176593351215,0
3127,0,0,4.35,-0.000158864340493955,0
3128,0,0,4.35,-0.000148191098117276,0
3129,0,0,0.67,-0.000225220969015531,0
3130,0,0,0.36,-0.000364639936153012,0
3131,0,0,0.36,-0.000469757655929811,0
3132,0,0,0.36,-0.000546794495405623,0
3133,0,0,0.36,-0.000601006150469474,0
3134,0,0,0.36,-0.000636651280260501,0
3135,0,0,0.36,-0.000657399813748455,0
3136,0,0,0.29,-0.000693515368794411,0
3137,0,0,0.29,-0.000716702852652971,0
3138,0,0,0.26,-0.000740119359746604,0
3139,0,0,0.26,-0.000750047713521902,0
3140,0,0,0.26,-0.000749291873901645,0
3141,0,0,0.26,-0.000740231534594431,0
3142,0,0,0.26,-0.000724705568278801,0
3143,0,0,0.26,-0.000704470372814189,0
3144,0,0,0.22,-0.000697143496926592,0
3145,0,0,0.07,-0.00090218030714734,0
3146,0,0,0.04,-0.00119662776515802,0
3147,8.13,2.71,21.31,-0.00130393671918105,0
3148,0,2.71,17.34,-0.00148326478049984,0
3149,0,2.71,16.44,-0.00163699903879361,0
3150,0,0,14.06,-0.0018301313808628,0
3151,0.82,0.27,15.8,-0.00194874609750294,0
3152,0,0.27,15.45,-0.00203206413641407,0
3153,0,0.27,14.6,-0.00210472018346999,0
3154,0,0,13.81,-0.00216772040506927,0
3155,0,0,13.81,-0.00219251284460526,0
3156,0,0,13.81,-0.00218705972579184,0
3157,8.28,2.76,33.25,-0.00203038348423168,0
3158,11.83,6.7,39.54,-0.00182983530639251,0
3159,21.13,13.75,52.25,-0.00150860961449433,0
3160,33.91,22.29,63.58,-0.0010430750503549,0
3161,27.6,27.54,56.46,-0.000763609197353193,0
3162,25.63,29.05,54.41,-0.000566244315777855,0
3163,25.63,26.29,54.41,-0.000405177323974583,1
3164,27.2,26.16,55.89,-0.000250197374454565,1
3165,27.6,26.81,56.28,-0.000119880688748952,1
3166,31.54,28.78,60.02,0.0000441504058178025,1
3167,31.54,30.23,60.02,0.000172101246978339,1
3168,31.54,31.54,60.02,0.000270337225860209,1
3169,38.8,33.96,63.89,0.000404680698902467,1
3170,38.8,36.38,63.89,0.000505259556312733,1
3171,38.8,38.8,63.89,0.000578259313243451,1
3172,38.8,38.8,63.89,0.000628833966475705,1
3173,38.8,38.8,63.89,0.000661272580680416,1
3174,47.42,41.67,71.79,0.000799905075329041,1
3175,53.88,46.7,76.02,0.000989748676563841,1
3176,47.5,49.6,65.55,0.0010377641067539,1
3177,56.04,52.47,71.26,0.0011829809256286,1
3178,64.63,56.05,75.63,0.00140309031175206,1
3179,64.67,61.78,75.65,0.00155991901433929,1
3180,64.67,64.65,75.64,0.00166479753629701,1
3181,63.8,64.38,74.23,0.00171587705002909,1
3182,62.05,63.51,71.31,0.00171190068740355,1
3183,56.05,60.63,62.28,0.00160558214583273,1
3184,56,58.03,62.21,0.0015033286724341,1
3185,47.22,53.09,51.23,0.00128369963495967,1
3186,47.2,50.14,51.2,0.00109658333378768,1
3187,52.63,49.02,56.69,0.00101333032519581,1
3188,47.24,49.02,50.6,0.000861203101138841,1
3189,47.24,49.04,50.6,0.00073217485914163,1
3190,47.19,47.22,50.55,0.000622119496554214,1
3191,39.91,44.78,42.81,0.000426943659011943,1
3192,39.66,42.25,42.57,0.000265589934884617,0
3193,39.65,39.74,42.56,0.00013603127555988,0
3194,38.8,39.37,41.64,0.0000209850628077865,0
3195,38.81,39.09,41.65,-0.0000692979092719853,0
3196,38.8,38.8,41.64,-0.000139375578199649,0
3197,38.8,38.8,41.64,-0.000192700715086561,0
3198,38.8,38.8,41.63,-0.000232351397362156,0
3199,38.8,38.8,41.63,-0.000260774688910576,0
3200,38.37,38.65,40.94,-0.00028605683115311,0
3201,38.37,38.51,40.94,-0.000302609477881021,0
3202,38.37,38.37,40.94,-0.000312133183195612,0
3203,38.13,38.29,40.46,-0.000319424081681261,0
3204,34.91,37.14,34.65,-0.000366636466918269,0
3205,34.47,35.84,33.94,-0.000405562653289928,0
3206,34.49,34.62,33.99,-0.000431267189026168,0
3207,40.32,36.43,31.48,-0.000466991096135778,0
3208,42.78,39.2,36.52,-0.000469174864435923,0
3209,42.77,41.96,36.51,-0.000465664465453577,0
3210,43.31,42.96,38.08,-0.000451504550992963,0
3211,42.21,42.76,33.63,-0.000465559477068858,0
3212,24.45,36.66,18.65,-0.000664568252616521,0
3213,22.63,29.76,17.77,-0.000832920307736548,0
3214,7.88,18.32,12.61,-0.00111610895295427,0
3215,7.88,12.8,12.61,-0.00132548058024812,0
3216,7.88,7.88,12.61,-0.00147458655097507,0
3217,7.88,7.88,12.61,-0.00157474047264299,0
3218,7.88,7.88,12.61,-0.00163537174945585,0
3219,7.88,7.88,12.61,-0.00166432448851741,0
3220,7.88,7.88,12.61,-0.00166811009442721,0
3221,8.87,8.21,12.61,-0.00165212062827161,0
3222,9.46,8.74,12.61,-0.00162080893757034,0
3223,9.46,9.26,12.61,-0.00157784065409271,0
3224,0,6.31,8.11,-0.00167309660089756,0
3225,0,3.15,8.11,-0.00172877496554534,0
3226,0,0,8.11,-0.00175278709568557,0
3227,0,0,8.11,-0.00175169716398701,0
3228,0,0,8.11,-0.00173093801202181,0
3229,0,0,8.11,-0.00169499337364118,0
3230,0,0,8.11,-0.00164755163356193,0
3231,0,0,8.11,-0.00159163549500619,0
3232,0,0,8.11,-0.00152971126567607,0
3233,0,0,8.11,-0.00146378090670476,0
3234,0,0,8.11,-0.00139545950968361,0
3235,0,0,7.85,-0.00133218805789102,0
3236,0,0,7.85,-0.00126744604841299,0
3237,0,0,7.85,-0.00120228746025874,0
3238,0,0,7.85,-0.00113754326133754,0
3239,0,0,7.85,-0.00107386013221187,0
3240,5.94,1.98,36.3,-0.000953531244055881,0
3241,6.83,4.25,39.32,-0.000839682851719598,0
3242,6.83,6.53,39.34,-0.000740853628924722,0
3243,12.42,8.69,54.92,-0.000600203002018244,0
3244,12.42,10.56,54.92,-0.000483170015388235,1
3245,12.42,12.42,54.92,-0.000385973880206637,1
3246,25.46,16.77,74.22,-0.000177741217411333,1
3247,31.67,23.18,78.86,0.0000482516217689968,1
3248,31.67,29.6,78.86,0.000224651252143561,1
3249,32.13,31.82,79.18,0.000364635731254924,1
3250,53.14,38.98,88.1,0.000675320792081449,1
3251,52.34,45.87,86.58,0.000902907961575468,1
3252,52.34,52.6,86.58,0.00107072541450452,1
3253,28.87,44.51,54.54,0.000961143452272441,1
3254,25.46,35.55,51.56,0.000831076063039034,1
3255,19.25,24.52,46.57,0.000659144553964707,1
3256,19.22,21.31,46.54,0.000516580018124067,1
3257,19.22,19.23,46.54,0.000398964836047681,1
3258,19.22,19.22,46.54,0.000302246761422432,1
3259,19.22,19.22,46.54,0.000223010026830483,1
3260,49.79,29.41,68.38,0.000457001276980423,1
3261,34.78,34.6,56.24,0.000488515982632209,1
3262,36.72,40.43,57.29,0.000526542426159295,1
3263,43.18,38.23,60.69,0.000613340984704682,1
3264,37.23,39.04,56.25,0.000616287463715935,1
3265,37.23,39.21,56.25,0.000611569288965488,1
3266,37.86,37.44,56.64,0.000607019133952932,1
3267,37.86,37.65,56.64,0.000596534585762247,1
3268,37.86,37.86,56.64,0.000581520984730681,1
3269,37.86,37.86,56.64,0.000563130658183131,1
3270,37.86,37.86,56.64,0.000542304683657372,1
3271,37.86,37.86,56.64,0.000519807981502832,1
3272,47.69,41.14,64.37,0.000592121564778913,1
3273,47.37,44.31,63.97,0.000638913563260123,1
3274,47.35,47.47,63.94,0.00066803304965642,1
3275,47.35,47.36,63.94,0.000683223105077769,1
3276,47.35,47.35,63.94,0.000687330859504015,1
3277,47.35,47.35,63.94,0.000682711876572651,1
3278,47.35,47.35,63.94,0.000671310183717885,1
3279,47.35,47.35,63.94,0.000654725529592697,1
3280,47.35,47.35,63.94,0.000634269908164257,1
3281,47.35,47.35,63.94,0.000611015057686701,1
3282,47.35,47.35,63.94,0.000585832367315791,1
3283,50.3,48.33,67.81,0.000588219248555443,1
3284,52.34,50,70.18,0.000603159712408899,1
3285,53.53,52.06,71.51,0.000619656156747551,1
3286,57.14,54.33,75.11,0.000660577683083368,1
3287,59.62,56.76,77.25,0.000709270569102254,1
3288,62.73,59.83,79.6,0.000769526806842076,1
3289,62.73,61.69,79.6,0.000807938706310945,1
3290,62.73,62.73,79.6,0.000828808090083755,1
3291,62.73,62.73,79.6,0.000835702083780225,1
3292,62.73,62.73,79.6,0.000831572530375956,1
3293,89.86,71.77,91.17,0.00108247537111782,1
3294,89.86,80.81,91.17,0.00126646220375793,1
3295,90.67,90.13,91.34,0.00140389673725803,1
3296,100,93.51,94.07,0.00166985323880253,1
3297,100,96.89,94.07,0.00185885575932753,1
3298,100,100,94.07,0.00198552624668669,1
3299,100,100,94.07,0.00206199489941218,1
3300,90.14,96.71,75.1,0.00199477703541951,1
3301,86.17,92.1,69.07,0.00187773742941248,1
3302,80.7,85.67,61.7,0.00170714151397875,1
3303,80.7,82.52,61.7,0.00155401961761888,1
3304,63.43,74.94,44.38,0.00123479773831002,1
3305,63.43,69.19,44.38,0.000970466895223517,1
3306,63.43,63.43,44.38,0.000752200050309815,1
3307,63.43,63.43,44.38,0.000572543165760533,1
3308,63.43,63.43,44.38,0.000425206699521809,1
3309,63.43,63.43,44.38,0.000304887878776744,1
3310,63.43,63.43,44.38,0.000207119424620782,1
3311,63.43,63.43,44.38,0.000128140948460706,0
3312,63.43,63.43,44.38,0.0000647897372349929,0
3313,63.43,63.43,44.38,0.0000144080888379403,0
3314,63.43,63.43,44.38,-0.0000252346107619943,0
3315,63.43,63.43,44.38,-0.0000560084892375687,0
3316,63.43,63.43,44.38,-0.0000794825364718121,1
3317,63.43,63.43,44.38,-0.0000969694679778446,1
3318,63.43,63.43,44.38,-0.000109566071114117,1
3319,80.58,69.15,69.89,0.0000629073863583183,1
3320,80.58,74.86,69.89,0.000197248570135867,1
3321,80.58,80.58,69.89,0.000300198899101211,1
3322,85.15,82.1,73.88,0.00042561145483933,1
3323,85.15,83.62,73.88,0.000518960783716745,1
3324,85.15,85.15,73.88,0.000586144471321852,1
3325,85.15,85.15,73.88,0.000632075407102374,1
3326,80.58,83.63,62.72,0.000612747756627065,1
3327,71.43,79.05,47.29,0.000494168324096091,1
3328,71.43,74.48,47.29,0.000395612126931004,1
3329,71.43,71.43,47.29,0.000313872793459649,1
3330,71.43,71.43,47.29,0.000246244826580564,1
3331,74.86,72.57,53.11,0.000226670772363216,1
3332,73.39,73.23,50.54,0.000193261587847483,1
3333,73.39,73.88,50.54,0.000164882668762186,1
3334,73.39,73.39,50.54,0.000140768591677717,1
3335,73.39,73.39,50.54,0.000120270966404442,1
3336,73.39,73.39,50.54,0.000102840512034434,0
3337,73.39,73.39,50.54,0.000088011876717878,0
3338,73.39,73.39,50.54,0.0000753907822881544,0
3339,66.29,71.03,36.28,-0.0000103170738337283,0
3340,62.01,67.23,30.66,-0.000122545335016391,0
3341,62.01,63.44,30.66,-0.000209096539015165,0
3342,62.01,62.01,30.66,-0.00027453992649284,0
3343,62,62.01,30.64,-0.000322817514914841,0
3344,61.72,61.91,30.24,-0.000359870010181383,0
3345,58.29,60.67,25.69,-0.000421028158803806,0
3346,58.29,59.44,25.69,-0.000464162036182194,0
3347,57.72,58.1,24.96,-0.000498718107494415,0
3348,46.22,54.08,15.48,-0.000641706385380422,0
3349,30.53,44.83,9.93,-0.000912373711215985,0
3350,30.53,35.76,9.93,-0.00111421891758347,0
3351,30.53,30.53,9.93,-0.00125980551827074,0
3352,30.53,30.53,9.93,-0.00135962584557437,0
3353,30.53,30.53,9.93,-0.00142242824256536,0
3354,40,33.69,31.41,-0.00135516075386481,0
3355,46.29,38.94,41.41,-0.0012203650222354,0
3356,46.29,44.2,41.41,-0.0011008456365392,0
3357,50.32,47.64,47.13,-0.000952041556964122,0
3358,60.57,52.4,58.3,-0.000715973125407308,1
3359,75.05,61.98,68.43,-0.000369662117836981,1
3360,75.05,70.22,68.43,-0.0000942269767512481,1
